ID,Clee,Nombre_Unidad_Económica,Razón_social,Código_SCIAN,Nombre_SCIAN,Personal_ocupado_maximo,Tipo_vialidad,Nombre_vialidad,entre_vialidad_1,Nombre_entre_vialidad_1,entre_vialidad_2,Nombre_entre_vialidad_2,entre_vialidad_3,Nombre_entre_vialidad_3,Número_exterior,Letra_exterior,Edificio,Edificio_Piso,Número_interior,Letra_interior,Nombre_colonia,Tipo_centro_comercial,Nombre_plaza,Número_local,Código_Postal,Clave_entidad,Entidad_federativa,Clave_municipio,Municipio,Clave_localidad,AGEB,Manzana,teléfono,Correo,Sitio_web,Latitud,Longitud,Fecha_registro_DENUE
3032781,19046812110006311000000000U2,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,BASALTO,CALLE,SILLAR,CALLE,SERPENTINO,CALLE,BRASA,902,NaN,NaN,NaN,NaN,NaN,PARQUE LA TALAVERNA,NaN,NaN,NaN,66473,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1638,10,NaN,NaN,NaN,25.71558422,-100.2292768,2010-07
3032174,19046812110007901000000000U9,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,RICARDO QUIROZ,CALLE,HERCULES,AVENIDA,AVE. CONDUCTORES,CALLE,RICARDO QUIROZ,613,NaN,NaN,NaN,0,NaN,CIUDAD IDEAL,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1286,27,8116171601,BLANCA_LAPINTO@HOTMAIL.COM,NaN,25.7066921,-100.2505987,2010-07
3030985,19046812110001321000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LOS ARCOS,CALLE,CASA DORADA,CALLE,ARGENTINA,CALLE,CAMPESTRE,220,NaN,NaN,NaN,NaN,NaN,CASA BLANCA SAN ANGEL,NaN,NaN,NaN,66475,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1572,32,NaN,NaN,NaN,25.73069685,-100.2353513,2010-07
3006972,19046812110008531000000000U3,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,MONTE DE BOHEMIA,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,CALLE,GENERAL RICARDO MICHEL,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,203,NaN,NaN,NaN,NaN,NaN,FRANCISCO VILLA,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,017A,23,8115260042,NaN,NaN,25.75002157,-100.2743885,2010-07
3022353,19046812110002731000000000U5,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,ARTURO B. DE LA GARZA,CALLE,FRANCISCO I. MADERO,CALLE,GONZALITOS,CALLE,GENERAL SIMÓN BOLÍVAR,805,NaN,NaN,NaN,NaN,NaN,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,146,48,8112118162,NaN,NaN,25.75004447,-100.284392,2010-07
3021839,19046812110007101000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,GENERAL MARIANO ESCOBEDO,CALLE,GENERAL SIMON BOLIVAR,PRIVADA,SIMON BOLIVAR SUR,CALLE,GENERAL VICENTE GUERRERO,610,NaN,NaN,NaN,NaN,NaN,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,95,46,NaN,NaN,NaN,25.75448727,-100.2866311,2010-07
2975682,19046812110010671000000000U3,ESTETICA ABY,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,REPUBLICA MEXICANA,CALLE,CALENDULA,CALLE,ALHELI,CALLE,LUPINO,116,NaN,NaN,NaN,NaN,NaN,MIRAFLORES,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,138A,20,NaN,NaN,NaN,25.75507141,-100.2768545,2014-12
3035902,19046812110010741000000000U4,ESTETICA ACE,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,SINGAPUR,CALLE,BOMBAY,CALLE,BAGDAD,CALLE,HONG KONG,311,NaN,NaN,NaN,NaN,NaN,FUTURO NOGALAR,NaN,NaN,NaN,66484,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,324,9,NaN,NaN,NaN,25.71485815,-100.2792407,2014-12
7562943,19046812110019491000000000U7,ESTETICA ADA MELENDEZ,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,JOSE INOCENCIO LUGO,CALLE,ENRIQUE RECIO,CALLE,HECTOR VICTORIA,CALLE,RAFAEL DE LOS RÍOS,718,C,NaN,NaN,NaN,NaN,UNIDAD LABORAL 2 SECTOR,NaN,NaN,NaN,66440,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,998,5,8183047676,NaN,NaN,25.74382273,-100.2512541,2019-11
2976080,19046812110010851000000000U1,ESTETICA ADILENE,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,JESUS DE LA TORRE,CALLE,HECTOR VICTORIA,CALLE,FRANCISCO J. MUJICA,CALLE,ALBERTO TORRES BENÍTEZ,604,NaN,NaN,NaN,0,NaN,UNIDAD LABORAL 1 SECTOR,NaN,NaN,NaN,66440,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,998,15,8124214918,ADI120308@GMAIL.COM,NaN,25.74298324,-100.2537852,2014-12
3015207,19046812110009261000000000U6,ESTETICA ADRIANA ESTILISTA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,PALACIO DE JUSTICIA,CALLE,SAN JUAN DE LA CRUZ,CALLE,FRANCISCO VILLAESPESA,CALLE,JOSÉ SANTOS CHOCANO,555,D,EDIFICIO SIN NOMBRE,PISO 2,0,NaN,ANAHUAC,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,220,21,NaN,NaN,NaN,25.73522785,-100.3092686,2010-07
3023858,19046812110005171000000000U1,ESTETICA AIDEE,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,MONTES BERNESES,AVENIDA,HEROES DE MEXICO,CALLE,LONDRES,CALLE,PARÍS,1205,NaN,NaN,NaN,0,NaN,EL REFUGIO,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,76,46,NaN,NaN,NaN,25.75662233,-100.2659414,2010-07
3026456,19046812110005871000000000U6,ESTETICA ALEJANDRA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,AZUCENA,CALLE,SINALOA,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,ROSAL,108,NaN,NaN,NaN,0,NaN,PASEO DEL NOGALAR,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,120A,18,8112287422,NaN,NaN,25.72500191,-100.2734545,2010-07
3035774,19046812110006341000000000U9,ESTETICA ALHELI,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,XICOTENCATL,CALLE,XOCHITL,CALLE,XOLA,CALLE,MOCTEZUMA,135,NaN,NaN,NaN,NaN,NaN,AZTECA,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1233,22,8183203547,NaN,NaN,25.72032459,-100.2680267,2010-07
2937305,19046812110005011000000000U9,ESTETICA ALICIA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,BENITO JUAREZ,CALLE,CATALUÑA,CALLE,CASTILLA,CALLE,SANTANDER,213,NaN,NaN,NaN,NaN,NaN,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,945,13,NaN,NaN,NaN,25.75301955,-100.2998454,2010-07
7334997,19046812110019291000000000U1,ESTETICA AMBAR HAIR STUDIO,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,SAN NICOLAS,CALLE,CERRO DE LA CONFORMIDAD,CALLE,CERRO DE LA LEONA,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,1000,A,NaN,NaN,NaN,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,201,8,NaN,NaN,NaN,25.74419582,-100.2881995,2019-11
2977787,19046812110013741000000000U1,ESTETICA ANDREA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CHIHUAHUA,CALLE,MARIA CAMARA VELEZ,CALLE,SINALOA,CALLE,NOCHEBUENA,205,NaN,NaN,NaN,NaN,NaN,PASEO DEL NOGALAR FOME11,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,120A,28,8116495300,NaN,NaN,25.72385929,-100.2706445,2014-12
3025148,19046812110001761000000000U3,ESTETICA ANDREA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,REPUBLICA MEXICANA,CALLE,ABRIL EN PORTUGAL,CALLE,CHAPALA,CALLE,CERRO DEL LABRADOR,514,NaN,NaN,NaN,0,NaN,RESIDENCIAL ROBLE 5TO. SECTOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,875,20,8123609535,DORA_ALANIS@HOTMAIL.COM,NaN,25.75981908,-100.2746447,2010-07
3035685,19046812110007861000000000U5,ESTETICA ANDREA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,DAVID PEÑA FLOR,CALLE,VENUSTIANO CARRANZA,AVENIDA,CONDUCTORES,CALLE,MANUEL G. ARANDA,601,B,NaN,NaN,0,NaN,CONSTITUYENTES DE QUERETARO,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1604,1,8183945796,NaN,NaN,25.71935638,-100.2531173,2010-07
8633190,19046812110018561000000000U8,ESTETICA ANGEL DE LUNA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,NaN,SN,NaN,NaN,NaN,NaN,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,29,NaN,NaN,NaN,25.75674499,-100.2534438,2019-11
8633250,19046812110018641000000000U8,ESTETICA ANGELA ROMERO,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LAS PUENTES,CALLE,VOLCAN DE TANCITARO,RETORNO,NINGUNO,CALLE,PICO DE AJUSCO,536,A,NaN,NaN,NaN,NaN,LAS PUENTES TERCER SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1322,30,19697818,NaN,NaN,25.74193457,-100.2811306,2019-11
2974513,19046812110011881000000000U7,ESTETÍCA ANGY,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CALLE DEL ARRIATE,CALLE,CALLE DEL ADOQUIN,CALLE,CALLE DEL MIRADOR,CALLE,CALLE DEL ADOQUÍN,836,NaN,NaN,NaN,NaN,NaN,EL MIRADOR DE SAN NICOLAS (FOMERREY 129),NaN,NaN,NaN,66422,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,177A,6,NaN,NaN,NaN,25.76175373,-100.3209063,2014-12
3023171,19046812110003461000000000U8,ESTETICA ANGYÉ,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,ANTIGUO CAMINO AL MEZQUITAL,CALLE,SENDERO MUNICIPAL,CALLE,GUADALUPE VICTORIA,CALLE,TEHUANTEPEC,302,NaN,NaN,NaN,NaN,NaN,VICENTE GUERRERON 4 SECTOR,NaN,NaN,NaN,64437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,46,8115026269,NaN,NaN,25.75630107,-100.2487212,2010-07
3025184,19046812110009111000000000U3,ESTETICA ANITA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CHAPALA,CALLE,EL BARRILITO,CALLE,ANGELITOS NEGROS,CALLE,ABRIL EN PORTUGAL,219,NaN,NaN,NaN,0,NaN,RESIDENCIAL ROBLE 1 SECTOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,088A,12,8183304572,NaN,NaN,25.76163975,-100.2816615,2010-07
2975491,19046812110010181000000000U3,ESTETICA ANNY,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,6,CALLE,CRETA,PRIVADA,OAXACA,CALLE,PLAZA DE IZÚCAR,113,SN,NaN,NaN,NaN,NaN,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,34,NaN,NaN,NaN,25.75436978,-100.2532853,2014-12
3023239,19046812110002391000000000U8,ESTETICA ANTONY,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,524,A,NaN,NaN,NaN,NaN,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,29,NaN,NaN,NaN,25.75621777,-100.25285,2010-07
3031017,19046812110002241000000000U5,ESTETICA ARIANA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,CASA BLANCA,OTRO (ESPECIFIQUE),NINGUNO,AVENIDA,PALERMO,CALLE,CASA DORADA,424,NaN,NaN,NaN,NaN,NaN,RINCON DE CASA BLANCA,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1572,27,8183205850,NaN,NaN,25.73228475,-100.2331246,2010-07
2974937,19046812110013321000000000U2,ESTETICA ARTREHI,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,GENERAL FRANCISCO NARANJO,CALLE,PORFIRIO DIAZ,AVENIDA,BENITO JUAREZ,CALLE,GENERAL IGNACIO LÓPEZ RAYÓN,500,NaN,NaN,NaN,5,5,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,95,35,8183760464,NaN,NaN,25.75462372,-100.295202,2014-12
2977022,19046812110010511000000000U1,ESTETICA ARY STYLISTAS,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,18 DE DICIEMBRE,CALLE,PRIMERO DE ENERO,CALLE,15 DE AGOSTO,CALLE,FRAY JUNÍPERO SERRA,277,NaN,NaN,NaN,NaN,NaN,EL ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,184,2,NaN,NaN,NaN,25.74274615,-100.3062721,2014-12
8626307,19046812110016461000000000U3,ESTETICA ASHLY NAILS,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,SAN NICOLAS,CALLE,SIERRA DE SANTA GERTRUDIS,CALLE,CERRO DEL TOPO,CALLE,CERRO DEL POTOSÍ,507,NaN,NaN,NaN,NaN,NaN,LAS PUENTES SECT 2,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,201,23,8119889532,ASHLYNAILSPROFESIONAL@GMAIL.COM,NaN,25.74162707,-100.2888744,2019-11
2936432,19046811192000081000000000U6,ESTETICA AUTOMOTRIS SAI,NaN,811192,Lavado y lubricado de automóviles y camiones,5,CALLE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,CALLE,PRIMERO DE ENERO,CALLE,UNIVERSIDAD DE GUANAJUATO,CALLE,UNIVERSIDAD DE TAMAULIPAS,423,NaN,NaN,NaN,0,NaN,VILLA UNIVERSIDAD,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,131,8,8181354588,NaN,NaN,25.7479486,-100.3055434,2010-07
8754343,19046811192000701000000000U9,ESTETICA AUTOMOTRIZ,NaN,811192,Lavado y lubricado de automóviles y camiones,5,AVENIDA,ORIENTE,AVENIDA,LONDRES,CALLE,RIO POTOMAC,CALLE,RÍO NILO,954,NaN,NaN,NaN,NaN,NaN,VILLAS DE ORIENTE,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1356,45,81126817022,NaN,NaN,25.73074488,-100.242514,2019-11
7657249,19046812110019881000000000U9,ESTETICA B LOAL,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,VENUSTIANO CARRANZA,CALLE,R. VEGA SANCHEZ,CALLE,MATIAS RODRIGUEZ,AVENIDA,CONDUCTORES,229,NaN,NaN,NaN,0,NaN,CONSTITUYENTES DE QUERETARO,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,714,7,NaN,NaN,NaN,25.72112183,-100.253861,2019-11
8760416,19046812110016161000000000U9,ESTETICA BE SMOOTH,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,AFRODITA,CALLE,POSEIDON,CALLE,OLIMPIA,CALLE,VULCANO,0,SN,NaN,NaN,0,NaN,PASEO DE LOS ANDES 2DO SECTOR,NaN,NaN,NaN,66444,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,593,36,NaN,NaN,NaN,25.73715893,-100.2593303,2019-11
7540659,19046812110017081000000000U8,ESTETICA BEAUTY ROOM,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,MORENITA MIA,CALLE,LA PALOMA,CALLE,LA CUMPARCITA,CALLE,DOCTOR ATL,1403,A,NaN,NaN,NaN,NaN,ROBLE SAN NICOLAS,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,088A,3,NaN,NaN,NaN,25.7629535,-100.281619,2019-11
3032526,19046812110005971000000000U4,ESTETICA BELL,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,AVE. GUSTAVO SADA PAZ,CALLE,HERCULES,AVENIDA,AVE.MARIO J. MONTEMAYOR,CALLE,HÉRCULES,208,C,NaN,NaN,NaN,NaN,CIUDAD IDEAL,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1271,27,8180305886,NaN,NaN,25.70740676,-100.2479308,2010-07
3032686,19046812110000141000000000U9,ESTETICA BELLA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,UNION,CALLE,JASPE,CALLE,GRES,CALLE,SERPENTINO,1102,NaN,NaN,NaN,NaN,NaN,PARQUE LA TALAVERNA,NaN,NaN,NaN,66473,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1623,28,8119833041,NaN,NaN,25.71683292,-100.2330406,2010-07
7657927,19046812110020151000000000U4,ESTETICA BEOUTY SALON,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,MONTES URALES,CALLE,PICO DEL NORTE,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,CALLE,MONTE EVEREST,NaN,SN,NaN,NaN,NaN,NaN,FRANCISCO GARZA SADA,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,381,8,818066716,NaN,NaN,25.70408645,-100.2618855,2019-11
2976590,19046812110010811000000000U5,ESTETICA BERVERLY HILLS,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LAS PUENTES,CALLE,SIERRA DE SAN LUIS,CALLE,SIERRA DE ZACATECAS,CALLE,SIERRA ENCANTADA,NaN,SN,NaN,NaN,NaN,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,979,20,8120429014,NaN,NaN,25.74408394,-100.2741817,2014-12
7961970,19046812110015221000000000U2,ESTETICA BIYOING,BIYOING ,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GONZALITOS,CALLE,FRANCISCO I. MADERO,CALLE,IGNACIO ALLENDE,NaN,SN,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,NaN,NaN,CENTRO DE SAN NICOLAS,CENTRO Y PLAZA COMERCIAL,PLAZA TENERIAS,SN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,146,20,8181618106,NaN,NaN,25.74908647,-100.2880727,2019-11
3007012,19046812110001731000000000U6,ESTETICA BLANCA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,POPOCATEPETL,CALLE,SIERRA DE LAS VIRGENES,CALLE,SIERRA TEPEHUANES,ANDADOR,NINGUNO,700,NaN,NaN,NaN,0,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,979,12,8183535832,NaN,NaN,25.74567376,-100.2775606,2010-07
3011847,19046812110006981000000000U2,ESTETICA BLANCA DE LA TORRE,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,16,CALLE,DOCTOR RODOLFO SILLER,CALLE,27,CALLE,DOCTOR RODOLFO SILLER,700,A,NaN,NaN,NaN,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1746,28,813143931,NaN,NaN,25.73632857,-100.2804689,2010-07
2937358,19046812110006531000000000U5,ESTETICA BUENA VIBRA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,OVIEDO,CALLE,CATALUÑA,CALLE,BURGOS,CALLE,NAVARRA,135,NaN,NaN,NaN,NaN,NaN,ITURBIDE,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,945,4,NaN,NaN,NaN,25.75447557,-100.2997581,2010-07
3029309,19046812110013831000000000U0,ESTETICA C & C,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,CASA BLANCA,AVENIDA,PALERMO,CALLE,CASA DE LAS MUÑECAS,CALLE,CASA DE MIEL,549,NaN,NaN,NaN,0,NaN,VALLE DE CASA BLANCA,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1341,11,8113441943,NaN,NaN,25.73304654,-100.2298149,2014-12
7563299,19046812110019581000000000U5,ESTETICA CABALAZ,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CIPRES,CALLE,OMBU,CALLE,NOGAL,CALLE,HUIZACHE,NaN,SN,NaN,NaN,NaN,NaN,LOS NOGALES,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,152A,36,8182873394,NaN,NaN,25.74693729,-100.2521548,2019-11
3006961,19046812110002091000000000U4,ESTETICA CAMERINO BY JAVIER JIMENEZ ORTEGA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,CORDILLERA DE LOS ANDES,AVENIDA,REPUBLICA MEXICANA,CALLE,PULPITO,CALLE,PICO DE ORIZABA,411,A,NaN,NaN,NaN,NaN,LAS PUENTES TERCER SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1322,29,NaN,NaN,NaN,25.74155978,-100.2849686,2010-07
3023201,19046812110000731000000000U7,ESTETICA CAND ISALON,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,ANTIGUO CAMINO AL MEZQUITAL,CALLE,TIXTLA,CALLE,5,PRIVADA,JUCHITAN,NaN,SN,NaN,NaN,NaN,NaN,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,47,NaN,NaN,NaN,25.75409597,-100.2511846,2010-07
2979737,19046812990000251000000000U1,ESTETICA CANINA GREÑAS,NaN,812990,Otros servicios personales,5,AVENIDA,OSCAR ARIZPE,CALLE,SANTA CLARA,CALLE,SANTA CECILIA,CALLE,SANTA CECILIA,0,SN,NaN,NaN,NaN,NaN,INDUSTRIAS DEL VIDRIO 4 SECTOR,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1286,14,NaN,NaN,NaN,25.70793646,-100.2547261,2014-12
7541081,19046541941001161000000000U2,ESTETICA CANINA MANGO PET,NaN,812990,Otros servicios personales,5,AVENIDA,LAS PUENTES,CALLE,SIERRA DEL CORO,CALLE,SIERRA PEÑA NEVADA,CALLE,CERRO DE SANTIAGO,411,NaN,NaN,NaN,NaN,NaN,LAS PUENTES SEGUNDO SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,201,21,NaN,NaN,NaN,25.74296508,-100.2865895,2019-11
7541096,19046812110017701000000000U1,ESTETICA CANINA PET LOVE,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,YUGOSLAVOS,CALLE,PEDRO A. COLUNGA,CALLE,PONCIANO ARRIAGA,AVENIDA,ROBERTO ESPINOZA VÁZQUEZ,150,C,NaN,NaN,0,NaN,PEDREGAL DE SANTO DOMINGO,NaN,NaN,NaN,66444,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1055,23,NaN,NaN,NaN,25.73125231,-100.2677147,2019-11
3011551,19046812110011781000000000U9,ESTETICA CARESS,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,PRINCIPAL NORTE,CALLE,BOSQUES DE LOS ÁLAMOS,CALLE,BOSQUES DE LA SIERRA,CALLE,BOSQUES NÓRDICOS,NaN,SN,NaN,NaN,NaN,NaN,BOSQUES DE ANAHUAC,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1074,65,NaN,ESTETICACARESS@GMAIL.COM,NaN,25.72944887,-100.2777897,2014-12
3006019,19046812110009501000000000U5,ESTETICA CARMEN,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LAS PUENTES,CALLE,SIERRA ALTAMIRA,CALLE,MONTES IBERICOS,CALLE,MONTES IBÉRICOS,921,NaN,NaN,NaN,0,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,017A,3,8183532627,NaN,NaN,25.74623747,-100.2705556,2010-07
3026882,19046812110001981000000000U7,ESTETICA CARMEN,NaN,812110,Salones y clínicas de belleza y peluquerías,5,NaN,YUGOSLAVOS,NaN,ARGELINOS,NaN,IRANÍES,NaN,FINLANDESES,NaN,SN,NaN,NaN,NaN,NaN,CARMEN ROMANO,NaN,NaN,NaN,NaN,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1089,10,8183837951,NaN,NaN,25.73019639,-100.2711351,2010-07
8713145,19046812110014831000000000U9,ESTETICA CARMEN,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LAS PUENTES,CALLE,SIERRA ALTAMIRA,CALLE,MONTES IBERICOS,CALLE,MONTES IBÉRICOS,941,NaN,NaN,NaN,NaN,NaN,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,017A,3,NaN,NaN,NaN,25.74617897,-100.2700765,2019-11
3038196,19046812110005601000000000U7,ESTETICA CARMEN VALDEZ,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,ARBOLEDAS DEL MEZQUITE,CALLE,LIMON,CALLE,NARANJA,CALLE,NOGALES,NaN,SN,NaN,NaN,NaN,NaN,ARBOLEDAS DEL MEZQUITE,NaN,NaN,NaN,66449,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,152A,7,NaN,NaN,NaN,25.748953,-100.2486844,2010-07
