ID,AGEB,Clee,NUE,RS,SCIAN,NCA,EPO,TV,NV,EV1,NEV1,EV2,NEV2,EV3,NEV3,NEK,LE,E,EP,NI,LI,TAH,NAH,TCC,NCC,NL,CP,CEF,NE,CM,NM,CMZ,NT,CE ,PW,LAT,LON,FiDENUE
3020748,42,19046812110013041000000000U6,ESTETICA COQUETAS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL NICOLAS BRAVO,PEATONAL,NINGUNO,AVENIDA,UNIVERSIDAD,CALLE,NINGUNO,711,1,NaN,NaN,NaN,NaN,COLONIA,CENTRO,NaN,NaN,NaN,64600,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,61,8120424510,NaN,NaN,25.75492087,-100.2976828,2010-07
3020758,42,19046812110001681000000000U3,ESTETICA DE SOLIS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NINGUNO,CALLE,BURGOS,AVENIDA,UNIVERSIDAD,CALLE,BURGOS,220,8,NaN,NaN,NaN,NaN,COLONIA,CENTRO DE SAN NICOLAS DE LOS GARZA,NaN,NaN,NaN,66428,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,45,8183528983,NaN,NaN,25.75455641,-100.2978966,2010-07
3020755,42,19046812110003341000000000U2,ESTETICA UNISEX BETTY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NINGUNO,CALLE,BURGOS,AVENIDA,UNIVERSIDAD,CALLE,BURGOS,220,2,NaN,NaN,NaN,NaN,COLONIA,CENTRO DE SAN NICOLAS DE LOS GARZA,NaN,NaN,NaN,66428,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,45,8183762855,NaN,NaN,25.75461523,-100.2976574,2010-07
3021029,42,19046812110008401000000000U9,ESTETICA UNISEX MAYRA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SANTIAGO TAPIA,CALLE,GENERAL SIMON BOLIVAR,AVENIDA,ARTURO B. DE LA GARZA,CALLE,RAMÓN TREVIÑO,801,NaN,NaN,NaN,NaN,NaN,COLONIA,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,42,8112702483,NaN,NaN,25.76157176,-100.288072,2010-07
3021282,57,19046812110008991000000000U9,ESTETICA ESPLENDIDA IMAGEN,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,CORREGIDORA,AVENIDA,UNIVERSIDAD,AVENIDA,UNIVERSIDAD,700,NaN,NaN,NaN,NaN,C,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,48,8123173350,NaN,NaN,25.75429955,-100.2971914,2010-07
8712681,57,19046812110014621000000000U4,ESTETICA GARZA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GENERAL IGNACIO ZARAGOZA,CALLE,CUAUHTEMOC,CALLE,IGNACIO ALDAMA,506,NaN,NaN,NaN,NaN,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,10,NaN,NaN,NaN,25.75854012,-100.290901,2019-11
3021315,57,19046812110011221000000000U6,ESTETICA KIKA ANGELO,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,CORREGIDORA,PRIVADA,IGNACIO LOPEZ RAYON,CALLE,GENERAL NICOLÁS BRAVO,601,NaN,NaN,NaN,11,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,45,8116838602,NaN,NaN,25.7544406,-100.2966315,2010-07
3021098,57,19046812110006771000000000U7,ESTETICA NORMA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ARTURO B. DE LA GARZA,CALLE,CUAUHTEMOC,CALLE,CUATRO MILPAS,CALLE,CUATRO MILPAS,411,NaN,NaN,NaN,0,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,38,8183501022,NaN,NaN,25.75915998,-100.2872022,2010-07
3021331,57,19046812110009301000000000U0,ESTETICA UNISEX,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANASTASIO BUSTAMANTE,CALLE,PORFIRIO DIAZ,CALLE,GENERAL NICOLAS BRAVO,CALLE,GENERAL FRANCISCO NARANJO,215,NaN,NaN,NaN,3,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,33,8186769611,NaN,NaN,25.75510648,-100.2944428,2010-07
3021300,57,19046812110001721000000000U7,ESTETICA UNISEX NEW LOOK,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL IGNACIO LOPEZ RAYON,CALLE,PORFIRIO DIAZ,CALLE,GENERAL NICOLAS BRAVO,PRIVADA,IGNACIO LÓPEZ RAYÓN,203,NaN,NaN,NaN,13,13,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,45,8182992637,NaN,NaN,25.75515274,-100.2962796,2010-07
3023858,76,19046812110005171000000000U1,ESTETICA AIDEE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,AVENIDA,HEROES DE MEXICO,CALLE,LONDRES,CALLE,PARÍS,1205,NaN,NaN,NaN,0,NaN,COLONIA,EL REFUGIO,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,NaN,NaN,NaN,25.75662233,-100.2659414,2010-07
2975724,76,19046812110010681000000000U2,ESTETICA CONIE -0,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,CALLE,MONTES URALES,CALLE,MONTES DOLOMITICOS,CALLE,MONTES DOLOMITICOS,511,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES 2SEC,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,15,8117781199,NaN,NaN,25.75393526,-100.2669946,2014-12
3023877,76,19046812110009591000000000U6,ESTETICA NORMA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SINALOA,CALLE,BERLIN,CALLE,CHIHUAHUA,CALLE,MADRID,702,NaN,NaN,NaN,NaN,NaN,COLONIA,NICOLAS BRAVO,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,5,8183135607,NaN,NaN,25.75417288,-100.2706817,2010-07
7541253,76,19046812110017961000000000U1,ESTETICA UNISEX LIA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,AVENIDA,HEROES DE MEXICO,CALLE,LONDRES,CALLE,PARÍS,211,A,NaN,NaN,0,NaN,COLONIA,EL REFUGIO,NaN,NaN,NaN,66430,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,8117951171,ABRILLIA@GMAIL.COM,NaN,25.75673873,-100.2658775,2019-11
3021697,95,19046621211001781000000000U8,ESTETICA DENTAL Y ORTODONCIA,NaN,621211,Consultorios dentales del sector privado,0 a 5 personas,AVENIDA,BENITO JUAREZ,CALLE,ANASTASIO BUSTAMANTE,CALLE,MARIANO MATAMOROS,CALLE,PADRE MIER,320,B,NaN,NaN,NaN,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,19,NaN,NaN,NaN,25.75423619,-100.2939213,2010-07
3021735,95,19046621211000251000000000U3,ORTODONCIA INTEGRAL Y ESTETICA,NaN,621211,Consultorios dentales del sector privado,0 a 5 personas,AVENIDA,BENITO JUAREZ,CALLE,IGNACIO ALLENDE,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,PADRE MIER,210,NaN,PLAZA Y CENTRO COMERCIAL,PISO 1,12,NaN,COLONIA,SAN NICOLAS CENTRO,CENTRO Y PLAZA COMERCIAL,PLAZA PRESIDENCIA,12,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,11,NaN,DRDVILLARREAL@GMAIL.COM,NaN,25.75527862,-100.2900397,2010-07
3021839,95,19046812110007101000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL MARIANO ESCOBEDO,CALLE,GENERAL SIMON BOLIVAR,PRIVADA,SIMON BOLIVAR SUR,CALLE,GENERAL VICENTE GUERRERO,610,NaN,NaN,NaN,NaN,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,NaN,NaN,NaN,25.75448727,-100.2866311,2010-07
2974937,95,19046812110013321000000000U2,ESTETICA ARTREHI,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL FRANCISCO NARANJO,CALLE,PORFIRIO DIAZ,AVENIDA,BENITO JUAREZ,CALLE,GENERAL IGNACIO LÓPEZ RAYÓN,500,NaN,NaN,NaN,5,5,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,35,8183760464,NaN,NaN,25.75462372,-100.295202,2014-12
8712747,95,19046812110014661000000000U0,ESTETICA CHELO,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,CORREGIDORA,CALLE,GENERAL IGNACIO LOPEZ RAYON,CALLE,BENITO JUÁREZ,608,NaN,PASAJE Y ANDADOR COMERCIAL,PISO 1,NaN,NaN,COLONIA,SAN NICOLAS DE LOS GARZA CENTRO,PASAJE Y ANDADOR COMERCIAL,PLAZA CALIFORNIA,LOCAL 5  FILA 3,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,42,NaN,NaN,NaN,25.75441294,-100.2964061,2019-11
7366619,95,19046812110019421000000000U4,ESTETICA GLAMD,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL JOSE MARIA MORELOS Y PAVON,CALLE,PORFIRIO DIAZ,AVENIDA,BENITO JUAREZ,CALLE,IGNACIO ALLENDE,128,NaN,PLAZA Y CENTRO COMERCIAL,PISO 1,6,NaN,COLONIA,SAN NICOLAS CENTRO,CENTRO Y PLAZA COMERCIAL,PLAZA VIA 128,6,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,9,NaN,NaN,NaN,25.75561242,-100.2917502,2019-11
2974802,95,19046812110012131000000000U6,ESTETICA JULY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,BENITO JUAREZ,CALLE,GENERAL TERAN,CALLE,GENERAL SIMON BOLIVAR,CALLE,PORFIRIO DÍAZ,599,NaN,NaN,NaN,NaN,NaN,COLONIA,SAN NICLOAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,36,NaN,NaN,NaN,25.75599456,-100.2874573,2014-12
8633053,95,19046812110018431000000000U4,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL MARIANO ESCOBEDO,CALLE,GENERAL SIMON BOLIVAR,PRIVADA,SIMON BOLIVAR SUR,CALLE,GENERAL VICENTE GUERRERO,608,NaN,NaN,NaN,NaN,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,46,NaN,NaN,NaN,25.75445361,-100.2867619,2019-11
3021772,95,19046812110001241000000000U6,ESTETICA SIN NOMBRE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PADRE MIER,CALLE,GENERAL SIMON BOLIVAR,CALLE,GENERAL TERAN,CALLE,GENERAL MARIANO ESCOBEDO,518,NaN,NaN,NaN,NaN,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,38,8113843201,NaN,NaN,25.75503955,-100.2876397,2010-07
2974984,95,19046812110011691000000000U0,ESTETICA UNISEX ANGIE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PADRE MIER,CALLE,GENERAL IGNACIO LOPEZ RAYON,CALLE,GENERAL FRANCISCO NARANJO,CALLE,GENERAL MARIANO ESCOBEDO,522,NaN,NaN,NaN,0,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,33,8116496033,NaN,NaN,25.75305862,-100.2954171,2014-12
7335391,108,19046812110019391000000000U9,ESTETICA DJOR,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL FRANCISCO NARANJO,CALLE,GENERAL VICENTE GUERRERO,CALLE,GENERAL MARIANO ESCOBEDO,CALLE,GENERAL IGNACIO LÓPEZ RAYÓN,303,NaN,NaN,NaN,0,NaN,COLONIA,SAN NICOLAS CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,28,NaN,ALBERTO.JAOROCHA.@GMAIL.COM,NaN,25.75240499,-100.2945026,2019-11
3023949,127,19046812110007571000000000U0,ESTETICA UNISEX MONY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLE,NUEVO LEON,CALLE,CHIHUAHUA,CALLE,COAHUILA,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,NICOLAS BRAVO,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,45,8181359104,NaN,NaN,25.75362634,-100.2725685,2010-07
3005307,127,19046812110004111000000000U8,ESTETICA UNIXEX ALFA VISHON,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA DE SEGURA,CALLE,SIERRA DE RONDA,CALLE,SIERRA DE SEGURA,1024,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SECT 8,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,51,8183532744,NaN,NaN,25.74913858,-100.2689726,2010-07
2936432,131,19046811192000081000000000U6,ESTETICA AUTOMOTRIS SAI,NaN,811192,Lavado y lubricado de automóviles y camiones,0 a 5 personas,CALLE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,CALLE,PRIMERO DE ENERO,CALLE,UNIVERSIDAD DE GUANAJUATO,CALLE,UNIVERSIDAD DE TAMAULIPAS,423,NaN,NaN,NaN,0,NaN,COLONIA,VILLA UNIVERSIDAD,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,8,8181354588,NaN,NaN,25.7479486,-100.3055434,2010-07
7334757,131,19046812110019031000000000U1,ESTETICA PAMELA CISNEROS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LUIS ECHEVERRIA ALVAREZ,CALLE,FRANCISCO VILLA,CALLE,UNIVERSIDAD DE JALISCO,CALLE,GUADALUPE VICTORIA,604,NaN,NaN,NaN,NaN,NaN,COLONIA,RESIDENCIAL PERIFERICO 2 SECTOR,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,64,81366743,NaN,NaN,25.74946855,-100.3087782,2019-11
7961861,131,19046812110015171000000000U9,ESTETICA YENSI,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,UNIVERSIDAD DE MONTERREY,CALLE,UNIVERSIDAD AUTONOMA DE NUEVO LEON,CALLE,UNIVERSIDAD DE TAMAULIPAS,CALLE,UNIVERSIDAD LABASTIDA,201,B,NaN,NaN,0,A,COLONIA,VILLA UNIVERSIDAD,NaN,NaN,NaN,66420,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,23,8187065030,NaN,NaN,25.74903626,-100.3010903,2019-11
2977046,146,19046812110013891000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO JOSE MARIA PINO SUAREZ,CALLE,GENERAL SIMON BOLIVAR,CALLE,GENERAL TERAN,CALLE,GENERAL TERÁN,NaN,SN,NaN,NaN,NaN,NaN,COLONIA,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,40,8180570456,NaN,NaN,25.75091908,-100.2864572,2014-12
3022353,146,19046812110002731000000000U5,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ARTURO B. DE LA GARZA,CALLE,FRANCISCO I. MADERO,CALLE,GONZALITOS,CALLE,GENERAL SIMÓN BOLÍVAR,805,NaN,NaN,NaN,NaN,NaN,COLONIA,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,48,8112118162,NaN,NaN,25.75004447,-100.284392,2010-07
7961970,146,19046812110015221000000000U2,ESTETICA BIYOING,BIYOING ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GONZALITOS,CALLE,FRANCISCO I. MADERO,CALLE,IGNACIO ALLENDE,NaN,SN,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,NaN,NaN,COLONIA,CENTRO DE SAN NICOLAS,CENTRO Y PLAZA COMERCIAL,PLAZA TENERIAS,SN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,20,8181618106,NaN,NaN,25.74908647,-100.2880727,2019-11
2977045,146,19046812110012731000000000U3,ESTETICA DE REYNA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO JOSE MARIA PINO SUAREZ,CALLE,GENERAL SIMON BOLIVAR,CALLE,GENERAL TERAN,CALLE,GENERAL TERÁN,504,NaN,NaN,NaN,NaN,NaN,COLONIA,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,40,NaN,FACTURASDEREYNA@HOTMAIL.COM,NaN,25.75088982,-100.2865808,2014-12
7334768,146,19046812110019051000000000U9,ESTETICA LANEZ,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,JERONIMO TREVIÑO,CALLE,SAROLO NORTE,CALLE,FRANCISCO I. MADERO,CALLE,MARIANO MATAMOROS,803,SUR,NaN,NaN,NaN,NaN,COLONIA,CENTRO DE SAN NICOLAS,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,3,NaN,NaN,NaN,25.74898887,-100.2907553,2019-11
8626314,184,19046621391000331000000000U3,SKINNY ESTETICA MEDICA,NaN,621391,Consultorios de nutriólogos y dietistas del sector privado,0 a 5 personas,CALLE,18 DE DICIEMBRE,CALLE,15 DE AGOSTO,CALLE,24 DE MAYO,CALLE,8 DE DICIEMBRE,304,NaN,NaN,NaN,NaN,A,COLONIA,ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,4,8115535416,NaN,NaN,25.74276606,-100.3071471,2019-11
2977022,184,19046812110010511000000000U1,ESTETICA ARY STYLISTAS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,18 DE DICIEMBRE,CALLE,PRIMERO DE ENERO,CALLE,15 DE AGOSTO,CALLE,FRAY JUNÍPERO SERRA,277,NaN,NaN,NaN,NaN,NaN,COLONIA,EL ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,2,NaN,NaN,NaN,25.74274615,-100.3062721,2014-12
2977024,184,19046812110011021001000000U0,ESTETICA FEMME SPA,NaN,812110,Salones y clínicas de belleza y peluquerías,6 a 10 personas,CALLE,15 DE AGOSTO,CALLE,8 DE DICIEMBRE,CALLE,18 DE DICIEMBRE,CALLE,PRIMERO DE ENERO,276,D,D,NaN,NaN,NaN,COLONIA,ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,3,8183525970,CITAS@FEMMESPA.COM,WWW.FEMMESPA.COM,25.74250741,-100.3066421,2014-12
2936527,184,19046812110009401000000000U8,ESTETICA LETY,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRAY EUSEBIO KINO,CALLE,UNIVERSIDAD LABASTIDA,CALLE,FRAY LUCAS PASTRANA,CALLE,FRAY BARTOLOMÉ DE LAS CASAS,332,NaN,NaN,NaN,NaN,NaN,COLONIA,ROBLE NORTE,NaN,NaN,NaN,66458,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,41,8183763253,NaN,NaN,25.74632787,-100.304609,2010-07
2935016,184,19046812110002131000000000U8,ESTETICA MAGDA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MANUEL L. BARRAGAN,CALLE,GUILLERMO VALENCIA,CALLE,FRAY BARTOLOME DE LAS CASAS,CALLE,RAMÓN DE CAMPOAMOR,1376,C,NaN,NaN,NaN,NaN,COLONIA,ANAHUAC,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,32,8183565012,NaN,NaN,25.74115596,-100.3125483,2010-07
7350565,184,19046812110014401000000000U1,ESTETICA MONROE,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRAY BARTOLOME DE LAS CASAS,AVENIDA,UNIVERSIDAD,CALLE,PRIMERO DE ENERO,CALLE,18 DE DICIEMBRE,252,2,NaN,NaN,NaN,NaN,COLONIA,EL ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,9,NaN,NaN,NaN,25.74614832,-100.3031519,2019-11
2935099,184,19046812110012341000000000U1,ESTETICA REGIAS SALON,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRAY BARTOLOME DE LAS CASAS,CALLE,PRIMERO DE ENERO,CALLE,FRAY JUAN DE ZUMARRAGA,CALLE,FRAY JUAN DE ZUMÁRRAGA,234,NaN,NaN,NaN,NaN,NaN,COLONIA,EL ROBLE,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,39,8115350431,KARLY31LIZ@GMAIL.COM,NaN,25.74578229,-100.3041234,2010-07
7350569,184,19046812110014421000000000U9,KEVALA RAVELO ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRAY BARTOLOME DE LAS CASAS,CALLE,FRAY MARTIN DE VALENCIA,CALLE,FRAY JUAN DE ZUMARRAGA,CALLE,PRIMERO DE ENERO,268,A,NaN,NaN,NaN,NaN,COLONIA,EL ROBLE 2 SECTOR,NaN,NaN,NaN,66450,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,34,NaN,LVELAZQUEZB@HOTMAIL.COM,NaN,25.74522602,-100.3055944,2019-11
7334997,201,19046812110019291000000000U1,ESTETICA AMBAR HAIR STUDIO,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SAN NICOLAS,CALLE,CERRO DE LA CONFORMIDAD,CALLE,CERRO DE LA LEONA,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,1000,A,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,8,NaN,NaN,NaN,25.74419582,-100.2881995,2019-11
8626307,201,19046812110016461000000000U3,ESTETICA ASHLY NAILS,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SAN NICOLAS,CALLE,SIERRA DE SANTA GERTRUDIS,CALLE,CERRO DEL TOPO,CALLE,CERRO DEL POTOSÍ,507,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SECT 2,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,23,8119889532,ASHLYNAILSPROFESIONAL@GMAIL.COM,NaN,25.74162707,-100.2888744,2019-11
7541081,201,19046541941001161000000000U2,ESTETICA CANINA MANGO PET,NaN,812990,Otros servicios personales,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA DEL CORO,CALLE,SIERRA PEÑA NEVADA,CALLE,CERRO DE SANTIAGO,411,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SEGUNDO SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,21,NaN,NaN,NaN,25.74296508,-100.2865895,2019-11
3011726,201,19046812110007321000000000U0,ESTETICA HER-OZ,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,AVENIDA,SAN NICOLAS,CALLE,SIERRA DEL CORO,CALLE,CERRO DE SANTIAGO,323,B,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SEGUNDO SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,11,8181340593,NaN,NaN,25.74309658,-100.2872124,2010-07
3011693,201,19046812110012071000000000U4,ESTETICA NORA DAVILA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CERRO DEL TOPO,CALLE,CERRO DEL POTOSI,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,CALLE,SIERRA DE SANTA GERTRUDIS,100,A,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SECT 2,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,25,NaN,NaN,NaN,25.74342142,-100.2923169,2010-07
3011722,201,19046812110006401000000000U1,ESTETICA UNISEX STUDIO 58,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,AVENIDA,SAN NICOLAS,CALLE,SIERRA DEL CORO,CALLE,CERRO DE SANTIAGO,305,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES SEGUNDO SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,11,815853971,NaN,NaN,25.74321981,-100.2877748,2010-07
7334995,201,19046812110019271000000000U3,HAIR COUTURE ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CRISTINA LARRALDE DE TREVIÑO,CALLE,CERRO DE LA CONFORMIDAD,CALLE,SIERRA DE ANAHUAC,AVENIDA,SAN NICOLÁS,100,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,18,NaN,NaN,NaN,25.745409,-100.2893545,2019-11
3006402,201,19046811192000241000000000U6,KARMO ESTETICA AUTOMOTRIZ,NaN,811192,Lavado y lubricado de automóviles y camiones,0 a 5 personas,CALLE,SIERRA DEL FRAILE,AVENIDA,LAS PUENTES,CALLE,CERRO DE LA SILLA,CALLE,SIERRA DE PAPAGAYOS,110,NaN,NaN,NaN,NaN,NaN,COLONIA,LAS PUENTES 1ER SECTOR,NaN,NaN,NaN,66460,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,26,NaN,NaN,NaN,25.74486405,-100.2926011,2010-07
