ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
2976632,19046812110012451000000000U8,ESTETICA CYD,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MONTAÑAS ROCALLOSAS,CALLE,SIERRA DE LAGUNILLAS,CALLE,SIERRA DE LOS ÁNGELES,CALLE,SIERRA MILPILLAS,517,,,,0,,COLONIA,VILLA ESPERANZA,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1318,007,8182991185,,,Fijo,25.747454,-100.2794717,2014-12
3033644,19046812110006071000000000U2,ESTETICA D ALAR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS TORRES ORIENTE,AVENIDA,ROMULO GARZA,CALLE,QUINTA,CALLE,QUINTA,225,,,,,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0786,003,8115080823,ACES84@HOTMAIL.COM,,Fijo,25.72310945,-100.2226801,2010-07
3032129,19046812110004181000000000U1,ESTETICA D ANGEL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,PROLONGACION CONDUCTORES,CALLE,CALLE DEL ROBLE,AVENIDA,CALZADA UNION,CALLE,CALLE LAS FLORES,530,,,,,,COLONIA,INDUSTRIAS DEL VIDRIO 3 SECTOR,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1619,020,,,,Fijo,25.71276014,-100.2507264,2010-07
9030524,19046812110015361000000000U6,ESTETICA D ELIZABETH,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,VALLADOLID,CALLE,NAPOLES,CALLE,FLORENCIA,CALLE,MADRID,327,,,,,,COLONIA,INFONAVIT LOS ANGELES,,,,66478,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1093,014,8181135745,KB87234C@GMAIL.COM,,Fijo,25.72969126,-100.2352557,2019-11
2976148,19046812110013021000000000U8,ESTETICA D GREÑE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CORDILLERA DE LOS ANDES,CALLE,SAN ANDRES,CALLE,SANTO TOMAS,CALLE,SAN PEDRO,1257,,,,,,COLONIA,BALCONES DE SANTO DOMINGO,,,,66446,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1430,036,8181311104,,,Fijo,25.73734753,-100.2658495,2014-12
2977999,19046812110011421000000000U2,ESTETICA D HECTOR,ESTETICA D HECTOR ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ERNESTO MEADE FIERRO,CALLE,HECTOR VICTORIA,CALLE,MANUEL AMAYA,PEATONAL,MANUEL AGUIRRE BERLANGA,102,C,,,,,COLONIA,CONSTITUYENTES DE QUERETARO,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1604,028,8110230264,,,Fijo,25.7171601,-100.2512949,2014-12
2933370,19046812110000941000000000U2,ESTETICA D IMAGEN,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,TITAN,AVENIDA,SAN NICOLAS,ANDADOR,NINGUNO,CALLE,ZAFIRO,153,D,,,0,,COLONIA,CUAUHTEMOC,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,024A,032,,,,Fijo,25.72971391,-100.2940858,2010-07
7805600,19046812110018281000000000U3,ESTETICA D LIZETH,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MINA DE CALCIO,CALLE,10 DE MAYO DEL 86,AVENIDA,FUNDIDORES,CALLE,MUELVA,610,,,,,,COLONIA,LA ESTANCIA,,,,66476,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1163,008,,,,Fijo,25.72688942,-100.2434633,2019-11
3032408,19046812110005031000000000U7,ESTETICA D LUPITA PELUQUERIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ROMULO GARZA,CALLE,INDEPENDENCIA,CALLE,DEMOCRACIA,ANDADOR,REVOLUCIÓN,314,,,,0,,COLONIA,FIFEL VELAZQUEZ 1ER. SECTOR,,,,66496,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1619,001,,,,Fijo,25.71335601,-100.2567517,2010-07
2976588,19046812110013591000000000U0,ESTETICA D MINE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA GORDA,CALLE,SIERRA DE ZACATECAS,CALLE,SIERRA ENCANTADA,0,SN,,,0,,COLONIA,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0979,018,,,,Fijo,25.74454514,-100.2741021,2014-12
2975162,19046812110013301000000000U4,ESTETICA D PATTY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SANTA CECILIA,CALLE,SAN CARLOS,CALLE,ANGELITOS NEGROS,CALLE,SANTA MÓNICA,121,,,,0,,COLONIA,SAN ISIDRO 2 SECTOR,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0894,041,,,,Fijo,25.75906956,-100.284698,2014-12
3031926,19046812110007531000000000U4,ESTETICA D ROSY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MONTES URALES,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,CALLE,MONTE SAJAMA,CALLE,SIERRA NEVADA,118,,,,,,COLONIA,FRANCISCO GARZA SADA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0381,051,8188824142,,,Fijo,25.70448636,-100.2620039,2014-12
8830080,19046812110016701000000000U2,ESTETICA D YURI,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,A TLACHICUERIAS,AVENIDA,A TLACHICUERIAS,CALLE,AVELLANA,CALLE,MANZANO,,SN,,,,,COLONIA,RESIDENCIAL SANTO DOMINGO SECTOR 1,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,152A,005,,,,Fijo,25.75049001,-100.2510525,2019-11
3023317,19046812110006371000000000U6,ESTETICA DALICIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLE,ESTADO DE GUERRERO,CALLE,6,CALLE,PERICLES,1637,,MERCADO PUBLICO,PLANTA BAJA,,,COLONIA,VICENTE GUERRERO (FOMERREY 46),MERCADO PUBLICO,PLAZA MERCADO SANTO DOMINGO,1637,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1515,030,,,,Fijo,25.75137399,-100.2577254,2010-07
3035515,19046812110008041000000000U3,ESTETICA DANA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LEOPOLOLDO RUIZ,CALLE,GASPAR BOLAÑOS,CALLE,ISMAEL PINTADO S.,CALLE,ALBERTO M. GONZÁLEZ,614,,,,0,,COLONIA,CONSTITUYENTES DE QUERETARO,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0714,016,,,,Fijo,25.72268174,-100.2528789,2010-07
8895336,19046812110018891000000000U9,ESTETICA DANIELS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,RIO CONCHOS,CALLE,LIMONES,PRIVADA,RIO CONCHOS,CALLE,HIGINIO RODRÍGUEZ,,SN,,,,,COLONIA,HACIENDA LAS PUENTES,,,,66454,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1549,028,,,,Fijo,25.73754194,-100.283622,2019-11
8830117,19046812110016711000000000U1,ESTETICA DANLLELY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,PICO BOLIVAR,CALLE,SIERRA DEL PARRAL,CALLE,SIERRA TARAHUMARA,CALLE,SIERRA ALTAMIRA,948,,,,,,COLONIA,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,017A,025,,,,Fijo,25.74525782,-100.2693642,2019-11
2975506,19046812110011031000000000U9,ESTETICA DARY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,RIO TACACHI,CALLE,ESTADO DE GUERRERO,CALLE,MIGUEL NEGRETE,CALLE,23 DE FEBRERO,,SN,,,,,COLONIA,VICENTE GUERRERO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1500,007,,,,Fijo,25.75651386,-100.258969,2014-12
3027413,19046812110002611000000000U9,ESTETICA DAVID AIR STUDIO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRANCISCO SEVERO,CALLE,CRISTOBAL HIDALGO,CALLE,JOSE MARIA CANAL,CALLE,MARIANO BALLEZA,203,,,,,,COLONIA,VALLE DE SANTO DOMINGO FOMERREY 34,,,,66447,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1426,025,,,,Fijo,25.74297589,-100.2603057,2010-07
2975851,19046812110010791000000000U9,ESTETICA DE BELLEZA MAKTUB SALON,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS TORRES,CALLE,CARACOLES,CALLE,ABULON,CALLE,ABULÓN,700,,,,1,,COLONIA,JARDINES DEL MEZQUITAL,,,,66445,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1534,044,,,,Fijo,25.74971395,-100.2458169,2014-12
3029977,19046812110004421000000000U1,ESTETICA DE FRANCIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LILAS,AVENIDA,LOS ÁRBOLES,CALLE,CACTUS,CALLE,ROSAS,316,,,,,,COLONIA,INDUSTRIAS DEL VIDRIO 4TO SECTOR,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1197,003,8183797941,,,Fijo,25.7237441,-100.2347566,2010-07
8626790,19046812110016471000000000U2,ESTETICA DE KALA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,IZTACCIHUATL,CALLE,VALLE AZUL,CALLE,VALLE CENTRAL,CALLE,VALLE DEL PARQUE,200,C,,,,,COLONIA,VALLE DE LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1318,013,83836080,,,Fijo,25.74651115,-100.2873284,2019-11
8506340,19046812110016241000000000U9,ESTETICA DE MARISOS,ESTETICA DE MARISOS ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,POTRERO REDONDO,CALLE,EL MANZANO,AVENIDA,LAS TORRES,CALLE,EL CERCADO,1004,,,,,,COLONIA,LOS ANGELES 5 SEC,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1106,056,,,,Fijo,25.72695259,-100.2236159,2019-11
2977045,19046812110012731000000000U3,ESTETICA DE REYNA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO JOSE MARIA PINO SUAREZ,CALLE,GENERAL SIMON BOLIVAR,CALLE,GENERAL TERAN,CALLE,GENERAL TERÁN,504,,,,,,COLONIA,CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0146,040,,FACTURASDEREYNA@HOTMAIL.COM,,Fijo,25.75088982,-100.2865808,2014-12
3020758,19046812110001681000000000U3,ESTETICA DE SOLIS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NINGUNO,CALLE,BURGOS,AVENIDA,UNIVERSIDAD,CALLE,BURGOS,220,8,,,,,COLONIA,CENTRO DE SAN NICOLAS DE LOS GARZA,,,,66428,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0042,045,8183528983,,,Fijo,25.75455641,-100.2978966,2010-07
3033688,19046812110002291000000000U0,ESTETICA DELIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CALLE DECIMA SEXTA,CALLE,ABRAHAM VILLARREAL,CALLE,CALLE DECIMA CUARTA,CALLE,CALLE DÉCIMA CUARTA,,SN,,,,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0786,042,8116378392,,,Fijo,25.71637871,-100.223644,2010-07
8830163,19046812110016741000000000U8,ESTETICA DI CAPELLI,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CHINACOS,CALLE,FRANCISCO SEVERO,CALLE,PASCACIO LUIS DE LETONA,CALLE,CRISTÓBAL HIDALGO,111,,,,,,COLONIA,VALLE SANTO DOMINGO FOMERREY 34,,,,66447,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1426,031,8186654075,,,Fijo,25.74265711,-100.2590757,2019-11
8642379,19046812110016511000000000U5,ESTETICA DIS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,DOCTOR JOSE ELEUTERIO GONZALEZ,CALLE,GENERAL ANTONIO I. VILLARREAL,CALLE,EDUARDO LIVAS VILLARREAL,CALLE,EDUARDO A. ELIZONDO,447,A,,,,,COLONIA,PEÑA GUERRA,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0343,008,,,,Fijo,25.71728806,-100.2575813,2019-11
3020444,19046812110003591000000000U2,ESTETICA DIVAS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MORENITA MIA,CALLE,JORGE GONZALEZ CAMARENA,CALLE,RAUL ANGUIANO,CALLE,DOCTOR ATL,0,SN,,,0,,COLONIA,RESIDENCIAL ROBLE,,,,66420,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1498,026,,,,Fijo,25.7638498,-100.2809519,2010-07
7540645,19046812110017061000000000U0,ESTETICA DIVINA CORTE Y COLOR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,VICENTE ACOSTA,AVENIDA,ARROYO,CALLE,IGNACIO HIDALGO,CALLE,MARISCAL CAMARGO,,SN,,,302,,COLONIA,VALLE DE SANTODOMINGO FOMERREY 34,,,,66447,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,095A,034,8112003994,,,Fijo,25.74572114,-100.256476,2019-11
7335391,19046812110019391000000000U9,ESTETICA DJOR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL FRANCISCO NARANJO,CALLE,GENERAL VICENTE GUERRERO,CALLE,GENERAL MARIANO ESCOBEDO,CALLE,GENERAL IGNACIO LÓPEZ RAYÓN,303,,,,0,,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0108,028,,ALBERTO.JAOROCHA.@GMAIL.COM,,Fijo,25.75240499,-100.2945026,2019-11
3035670,19046812110001131000000000U9,ESTETICA DOROTY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NICEFORO ZAMBRANO,CALLE,PEÑA GUERRA,CALLE,SALVADOR ALVARADO,AVENIDA,RÓMULO GARZA,206,,,,,,CIUDAD,PEÑA GUERRA,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0343,003,8183793147,,,Fijo,25.71550673,-100.2557755,2010-07
8633140,19046812110018521000000000U2,ESTETICA EDDANKA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,TEHUANTEPEC,CALLE,SENDERO MUNICIPAL,CALLE,GUADALUPE VICTORIA,CALLE,GUADALUPE VICTORIA,353,A,,,,,COLONIA,VICENTE GUERRERON 4 SECTOR,,,,64437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0926,046,8121783164,,,Fijo,25.75562518,-100.2500284,2019-11
3023266,19046812110009071000000000U9,ESTETICA EL MANA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MILETO,CALLE,23 DE FEBRERO,CALLE,PLAN DE IGUALA,CALLE,LIBERTAD,,SN,,,,,COLONIA,VICENTE GUERRERO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1500,012,8183024018,,,Fijo,25.7557453,-100.257725,2010-07
3030853,19046812110002151000000000U6,ESTETICA ELIDA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,RIO PANUCO,CALLE,RIO NAZAS,CALLE,RIO USUMACINTA,CALLE,RÍO SOTO LA MARINA,642,,,,,,COLONIA,VILLAS DE ORIENTE,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1356,012,,,,Fijo,25.73203245,-100.2423186,2010-07
3024242,19046812110009421000000000U6,ESTETICA ELISA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MORENITA MIA,CALLE,MACARENA,CALLE,SANTA CECILIA,CALLE,SAN CARLOS,320,,,,0,,COLONIA,SAN ISIDRO 2 SECTOR,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0894,032,8181359732,,,Fijo,25.76005166,-100.285509,2010-07
2978480,19046812110013151000000000U3,ESTETICA ELSA CARRERA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NICOLAS BRAVO,CALLE,TERCERA,CALLE,CUARTA,CALLE,PARQUE ORIENTE,162,C,,,0,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0786,010,8189952317,,,Fijo,25.72256268,-100.2230935,2014-12
2978364,19046812110012481000000000U5,ESTETICA ENIGMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LAGO ZIRAHUEN,CALLE,LAGUNA DE BUSTILLOS,CALLE,LAGO RODEO,CALLE,LAGUNA DE COATETELCO,97,,,,,,FRACCIONAMIENTO,DEL LAGO 2DO SECTOR,,,,66477,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1110,017,8110096604,,,Fijo,25.72758416,-100.2178921,2014-12
3021282,19046812110008991000000000U9,ESTETICA ESPLENDIDA IMAGEN,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,CORREGIDORA,AVENIDA,UNIVERSIDAD,AVENIDA,UNIVERSIDAD,700,,,,,C,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0057,048,8123173350,,,Fijo,25.75429955,-100.2971914,2010-07
7657701,19046812110020041000000000U7,ESTETICA ESSENCE,ESTETICA ESSENCE ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ROBERTO GARZA SADA,AVENIDA,CALZADA UNION,AVENIDA,ROMULO GARZA,AVENIDA,JUAN PABLO II,400,,,,,,COLONIA,CORRAL DE PIEDRA 1 SECTOR,,,,64650,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0362,005,,,,Fijo,25.71186401,-100.2607972,2019-11
3038205,19046812110001601000000000U1,ESTETICA ESTHELA,ESTÉTICA ESTHELA ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,HUIZACHE,CALLE,CALLE DEL MEZQUITAL,CALLE,HECTOR VICTORIA,CALLE,GRANADO,817,,,,,,FRACCIONAMIENTO,LOS NARANJOS 2DO SECT,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1534,021,8183824813,,,Fijo,25.74666201,-100.2504071,2010-07
8829576,19046812110016631000000000U1,ESTETICA ESTHER,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,PICO BOLIVAR,CALLE,PICO DEL FUEGO,CALLE,VOLCAN DE SANTA MARIA,CALLE,SIERRA DE JUÁREZ,0,SN,,,0,,COLONIA,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0540,034,8112307411,ESTHERBALLEZACH@HOTMAIL.COM,,Fijo,25.73998934,-100.2708297,2019-11
2937316,19046812110004721000000000U4,ESTETICA EUGENIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NAVARRA,CALLE,3,CALLE,CATALUÑA,CALLE,8,215,,,,0,,COLONIA,ITURBIDE,,,,66420,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0930,018,,,,Fijo,25.75496473,-100.3002151,2010-07
3030383,19046812110007701000000000U3,ESTETICA EUROPA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LOS REALES,CALLE,GARDENIAS,CALLE,ARAGONESA,CALLE,VILLA DE GUADALUPE,,SN,,,,,COLONIA,LOS REALES,,,,66476,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1163,056,8183790562,,,Fijo,25.72101788,-100.2381147,2010-07
2976662,19046812110010631000000000U7,ESTETICA FACIAL DELIA THEOVITAL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,SIERRA ENCANTADA,CALLE,SIERRA MIXTECA,CALLE,SIERRA MIXTECA,0,SN,,,3,,COLONIA,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0979,026,,,WWW.BELLEZANATURALDELIA.COM,Fijo,25.74229165,-100.274727,2014-12
9148921,19046812110020851000000000U9,ESTETICA FAMILIAR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ROMULO GARZA,CALLE,ÁLAMO,CALLE,CIPRESES,CALLE,FRESNO,536,,,,,,COLONIA,HACIENDA LOS MORALES,,,,66495,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1623,006,,,,Fijo,25.72116217,-100.2308916,2019-11
7540727,19046812110017211000000000U1,ESTETICA FANNY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,REPUBLICA MEXICANA,CALLE,GREGORIO ZAMBRANO,CALLE,CARLOS OROZCO ROMERO,CALLE,PENSAMIENTO,1807,,,,0,,COLONIA,RESIDENCIAL ROBLE PRIMER SECTOR,,,,66414,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0875,001,8112559018,,,Fijo,25.76232173,-100.2737867,2019-11
2977024,19046812110011021001000000U0,ESTETICA FEMME SPA,,812110,Salones y clínicas de belleza y peluquerías,6 a 10 personas,CALLE,15 DE AGOSTO,CALLE,8 DE DICIEMBRE,CALLE,18 DE DICIEMBRE,CALLE,PRIMERO DE ENERO,276,D,D,,,,COLONIA,ROBLE,,,,66450,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0184,003,8183525970,CITAS@FEMMESPA.COM,WWW.FEMMESPA.COM,Fijo,25.74250741,-100.3066421,2014-12
3029283,19046812110000671000000000U5,ESTETICA FLOR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LAGO DEL SALADO,CALLE,LAGO SUPERIOR,CALLE,SAN BENITO DEL LAGO,CALLE,LAGO DE JACO,309,,,,,,COLONIA,HACIENDA LOS ANGELES 5 SEC,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1106,068,8117219600,,,Fijo,25.72482706,-100.2209613,2010-07
3035972,19046812110012301000000000U5,ESTETICA FLOR,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PUEBLA,CALLE,LICENCIADO ADOLFO LOPEZ MATEOS,CALLE,PLAN DE SAN LUIS,CALLE,AQUILES SERDÁN,109,,,,0,,COLONIA,DIAZ ORDAZ,,,,66480,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1229,029,,,,Fijo,25.71637081,-100.2718965,2010-07
9030204,19046812110015321000000000U0,ESTETICA G G,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,AUSTRALIA,AVENIDA,DIEGO DIAZ DE BERLANGA,CALLE,BORNEO,CALLE,ZANZÍBAR,23,,,,,,COLONIA,FUTURO NOGALAR,,,,66480,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1661,015,8116310183,,,Fijo,25.71447659,-100.2837304,2019-11
3030868,19046812110004141000000000U5,ESTETICA GABY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LONDRES,AVENIDA,CASA BLANCA,CALLE,RIO BALSAS,CALLE,RÍO PÁNUCO,535,,,,,,COLONIA,VILLAS DECASA BLANCA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1356,005,8110219974,,,Fijo,25.73247805,-100.239792,2010-07
3025747,19046812110005391000000000U5,ESTETICA GALA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LICENCIADO GUSTAVO DIAZ ORDAZ,CALLE,LAZARO CARDENAS,CALLE,VENUSTIANO CARRANZA,AVENIDA,ZACATECAS,0,SN,,,0,,COLONIA,BENITO JUAREZ,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0856,010,8116240691,GUADALUPE.AVILA.SAENZ@GMAIL.COM,,Fijo,25.76306107,-100.2675794,2010-07
3031915,19046812110006021000000000U7,ESTETICA GARY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MONTE EVEREST,CALLE,MONTE FUJIYAMA,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,CALLE,MONTE ARPATOS,,SN,,,,,COLONIA,FRANCISCO G. SADA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0381,017,,,,Fijo,25.7036391,-100.2613035,2010-07
8712681,19046812110014621000000000U4,ESTETICA GARZA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GENERAL IGNACIO ZARAGOZA,CALLE,CUAUHTEMOC,CALLE,IGNACIO ALDAMA,506,,,,,,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0057,010,,,,Fijo,25.75854012,-100.290901,2019-11
